step,body,x,y
264,7,-15.5878,-1.1932
264,8,-15.0379,0.5575
265,0,-4.7928,3.4907
265,1,-15.7487,8.2068
265,2,-4.1341,-22.3553
265,3,-33.0551,-20.1429
265,4,14.5204,-24.4904
265,5,10.8476,-8.4106
265,6,-7.1552,-19.8956
265,7,-15.5379,-1.2269
265,8,-15.1537,0.4692
266,0,-4.7873,3.5023
266,1,-15.7345,8.1908
266,2,-4.2256,-22.3877
266,3,-33.1085,-20.1517
266,4,14.5765,-24.5045
266,5,10.8345,-8.5015
266,6,-7.1353,-19.9507
266,7,-15.4865,-1.2545
266,8,-15.2703,0.3769
267,0,-4.7819,3.5137
267,1,-15.7201,8.1743
267,2,-4.3170,-22.4199
267,3,-33.1619,-20.1605
267,4,14.6325,-24.5186
267,5,10.8213,-8.5924
267,6,-7.1147,-20.0063
267,7,-15.4340,-1.2751
267,8,-15.3874,0.2799
268,0,-4.7768,3.5251
268,1,-15.7056,8.1573
268,2,-4.4085,-22.4520
268,3,-33.2152,-20.1692
268,4,14.6884,-24.5327
268,5,10.8081,-8.6834
268,6,-7.0935,-20.0623
268,7,-15.3812,-1.2879
268,8,-15.5044,0.1777
269,0,-4.7720,3.5363
269,1,-15.6909,8.1397
269,2,-4.5001,-22.4839
269,3,-33.2684,-20.1779
269,4,14.7442,-24.5466
269,5,10.7947,-8.7744
269,6,-7.0716,-20.1188
269,7,-15.3289,-1.2919
269,8,-15.6208,0.0697
270,0,-4.7674,3.5474
270,1,-15.6761,8.1216
270,2,-4.5917,-22.5157
270,3,-33.3216,-20.1865
270,4,14.8000,-24.5606
270,5,10.7812,-8.8655
270,6,-7.0490,-20.1759
270,7,-15.2785,-1.2865
270,8,-15.7356,-0.0447
271,0,-4.7631,3.5584
271,1,-15.6612,8.1030
271,2,-4.6834,-22.5473
271,3,-33.3747,-20.1951
271,4,14.8556,-24.5745
271,5,10.7677,-8.9566
271,6,-7.0257,-20.2335
271,7,-15.2317,-1.2708
271,8,-15.8478,-0.1659
272,0,-4.7590,3.5693
272,1,-15.6461,8.0839
272,2,-4.7751,-22.5788
272,3,-33.4277,-20.2036
272,4,14.9113,-24.5883
272,5,10.7541,-9.0478
272,6,-7.0015,-20.2919
272,7,-15.1904,-1.2449
272,8,-15.9559,-0.2939
273,0,-4.7551,3.5800
273,1,-15.6309,8.0643
273,2,-4.8669,-22.6101
273,3,-33.4807,-20.2121
273,4,14.9668,-24.6021
273,5,10.7403,-9.1390
273,6,-6.9766,-20.3509
273,7,-15.1569,-1.2092
273,8,-16.0585,-0.4287
274,0,-4.7515,3.5906
274,1,-15.6155,8.0443
274,2,-4.9587,-22.6412
274,3,-33.5336,-20.2206
274,4,15.0223,-24.6158
274,5,10.7265,-9.2302
274,6,-6.9508,-20.4108
274,7,-15.1332,-1.1647
274,8,-16.1542,-0.5692
275,0,-4.7481,3.6012
275,1,-15.6000,8.0237
275,2,-5.0507,-22.6721
275,3,-33.5864,-20.2290
275,4,15.0777,-24.6295
275,5,10.7126,-9.3216
275,6,-6.9241,-20.4716
275,7,-15.1208,-1.1135
275,8,-16.2418,-0.7142
276,0,-4.7449,3.6116
276,1,-15.5844,8.0026
276,2,-5.1427,-22.7028
276,3,-33.6391,-20.2373
276,4,15.1330,-24.6431
276,5,10.6986,-9.4129
276,6,-6.8965,-20.5333
276,7,-15.1208,-1.0577
276,8,-16.3208,-0.8622
277,0,-4.7420,3.6218
277,1,-15.5687,7.9811
277,2,-5.2348,-22.7333
277,3,-33.6918,-20.2456
277,4,15.1883,-24.6567
277,5,10.6846,-9.5043
277,6,-6.8679,-20.5961
277,7,-15.1332,-0.9998
277,8,-16.3910,-1.0116
278,0,-4.7392,3.6320
278,1,-15.5528,7.9591
278,2,-5.3270,-22.7635
278,3,-33.7444,-20.2539
278,4,15.2435,-24.6702
278,5,10.6704,-9.5958
278,6,-6.8383,-20.6601
278,7,-15.1572,-0.9419
278,8,-16.4531,-1.1608
279,0,-4.7367,3.6421
279,1,-15.5369,7.9366
279,2,-5.4193,-22.7936
279,3,-33.7969,-20.2621
279,4,15.2987,-24.6836
279,5,10.6562,-9.6873
279,6,-6.8077,-20.7254
279,7,-15.1918,-0.8857
279,8,-16.5077,-1.3087
280,0,-4.7345,3.6520
280,1,-15.5208,7.9136
280,2,-5.5116,-22.8234
280,3,-33.8494,-20.2703
280,4,15.3537,-24.6970
280,5,10.6418,-9.7789
280,6,-6.7761,-20.7922
280,7,-15.2356,-0.8325
280,8,-16.5558,-1.4544
281,0,-4.7324,3.6618
281,1,-15.5045,7.8902
281,2,-5.6041,-22.8528
281,3,-33.9017,-20.2784
281,4,15.4087,-24.7104
281,5,10.6274,-9.8705
281,6,-6.7433,-20.8607
281,7,-15.2872,-0.7829
281,8,-16.5982,-1.5976
282,0,-4.7306,3.6715
282,1,-15.4882,7.8664
282,2,-5.6967,-22.8821
282,3,-33.9541,-20.2865
282,4,15.4636,-24.7237
282,5,10.6129,-9.9621
282,6,-6.7094,-20.9310
282,7,-15.3454,-0.7375
282,8,-16.6360,-1.7378
283,0,-4.7290,3.6811
283,1,-15.4717,7.8420
283,2,-5.7894,-22.9109
283,3,-34.0063,-20.2946
283,4,15.5185,-24.7370
283,5,10.5984,-10.0539
283,6,-6.6744,-21.0033
283,7,-15.4090,-0.6962
283,8,-16.6699,-1.8750
284,0,-4.7276,3.6906
284,1,-15.4551,7.8173
284,2,-5.8822,-22.9395
284,3,-34.0585,-20.3026
284,4,15.5733,-24.7502
284,5,10.5837,-10.1456
284,6,-6.6383,-21.0780
284,7,-15.4771,-0.6592
284,8,-16.7005,-2.0093
285,0,-4.7264,3.6999
285,1,-15.4384,7.7920
285,2,-5.9751,-22.9676
285,3,-34.1106,-20.3105
285,4,15.6280,-24.7633
285,5,10.5690,-10.2375
285,6,-6.6010,-21.1553
285,7,-15.5488,-0.6263
285,8,-16.7283,-2.1406
286,0,-4.7254,3.7092
286,1,-15.4216,7.7664
286,2,-6.0681,-22.9954
286,3,-34.1626,-20.3184
286,4,15.6827,-24.7764
286,5,10.5542,-10.3293
286,6,-6.5627,-21.2355
286,7,-15.6235,-0.5974
286,8,-16.7539,-2.2690
287,0,-4.7246,3.7183
287,1,-15.4046,7.7402
287,2,-6.1612,-23.0226
287,3,-34.2145,-20.3263
287,4,15.7373,-24.7894
287,5,10.5393,-10.4213
287,6,-6.5235,-21.3190
287,7,-15.7007,-0.5722
287,8,-16.7776,-2.3948
288,0,-4.7240,3.7274
288,1,-15.3876,7.7136
288,2,-6.2544,-23.0494
288,3,-34.2664,-20.3341
288,4,15.7918,-24.8024
288,5,10.5244,-10.5132
288,6,-6.4834,-21.4062
288,7,-15.7799,-0.5505
288,8,-16.7998,-2.5181
289,0,-4.7236,3.7363
289,1,-15.3704,7.6866
289,2,-6.3476,-23.0757
289,3,-34.3182,-20.3419
289,4,15.8463,-24.8154
289,5,10.5093,-10.6053
289,6,-6.4428,-21.4976
289,7,-15.8606,-0.5322
289,8,-16.8206,-2.6390
290,0,-4.7235,3.7451
290,1,-15.3531,7.6592
290,2,-6.4408,-23.1013
290,3,-34.3700,-20.3496
290,4,15.9007,-24.8283
290,5,10.4942,-10.6973
290,6,-6.4018,-21.5935
290,7,-15.9428,-0.5170
290,8,-16.8403,-2.7577
291,0,-4.7235,3.7538
291,1,-15.3358,7.6312
291,2,-6.5340,-23.1263
291,3,-34.4216,-20.3573
291,4,15.9550,-24.8411
291,5,10.4791,-10.7895
291,6,-6.3610,-21.6945
291,7,-16.0259,-0.5047
291,8,-16.8590,-2.8742
292,0,-4.7237,3.7624
292,1,-15.3183,7.6029
292,2,-6.6272,-23.1506
292,3,-34.4732,-20.3650
292,4,16.0093,-24.8539
292,5,10.4638,-10.8817
292,6,-6.3209,-21.8010
292,7,-16.1099,-0.4951
292,8,-16.8770,-2.9888
293,0,-4.7241,3.7708
293,1,-15.3007,7.5741
293,2,-6.7201,-23.1742
293,3,-34.5247,-20.3726
293,4,16.0635,-24.8667
293,5,10.4485,-10.9739
293,6,-6.2821,-21.9134
293,7,-16.1946,-0.4881
293,8,-16.8943,-3.1015
294,0,-4.7248,3.7792
294,1,-15.2830,7.5449
294,2,-6.8129,-23.1970
294,3,-34.5762,-20.3801
294,4,16.1176,-24.8793
294,5,10.4331,-11.0662
294,6,-6.2454,-22.0319
294,7,-16.2798,-0.4835
294,8,-16.9111,-3.2125
295,0,-4.7256,3.7875
295,1,-15.2651,7.5152
295,2,-6.9053,-23.2191
295,3,-34.6275,-20.3876
295,4,16.1717,-24.8920
295,5,10.4177,-11.1586
295,6,-6.2118,-22.1565
295,7,-16.3655,-0.4812
295,8,-16.9273,-3.3218
296,0,-4.7265,3.7956
296,1,-15.2472,7.4851
296,2,-6.9972,-23.2404
296,3,-34.6788,-20.3951
296,4,16.2257,-24.9046
296,5,10.4022,-11.2510
296,6,-6.1822,-22.2872
296,7,-16.4514,-0.4810
296,8,-16.9432,-3.4295
297,0,-4.7277,3.8037
297,1,-15.2292,7.4546
297,2,-7.0887,-23.2610
297,3,-34.7300,-20.4025
297,4,16.2796,-24.9171
297,5,10.3866,-11.3434
297,6,-6.1574,-22.4234
297,7,-16.5375,-0.4828
297,8,-16.9587,-3.5358
298,0,-4.7291,3.8116
298,1,-15.2111,7.4237
298,2,-7.1795,-23.2810
298,3,-34.7812,-20.4099
298,4,16.3335,-24.9296
298,5,10.3710,-11.4360
298,6,-6.1381,-22.5645
298,7,-16.6237,-0.4865
298,8,-16.9740,-3.6407
299,0,-4.7307,3.8195
299,1,-15.1929,7.3923
299,2,-7.2696,-23.3004
299,3,-34.8322,-20.4172
299,4,16.3873,-24.9420
299,5,10.3553,-11.5285
299,6,-6.1248,-22.7097
299,7,-16.7101,-0.4920
299,8,-16.9890,-3.7443
300,0,-4.7324,3.8272
300,1,-15.1746,7.3605
300,2,-7.3591,-23.3194
300,3,-34.8832,-20.4245
300,4,16.4410,-24.9544
300,5,10.3395,-11.6212
300,6,-6.1179,-22.8581
300,7,-16.7964,-0.4991
300,8,-17.0038,-3.8466
301,0,-4.7343,3.8349
301,1,-15.1562,7.3283
301,2,-7.4479,-23.3380
301,3,-34.9342,-20.4317
301,4,16.4947,-24.9667
301,5,10.3237,-11.7138
301,6,-6.1172,-23.0086
301,7,-16.8827,-0.5079
301,8,-17.0184,-3.9477
302,0,-4.7364,3.8424
302,1,-15.1378,7.2956
302,2,-7.5361,-23.3564
302,3,-34.9850,-20.4389
302,4,16.5483,-24.9790
302,5,10.3078,-11.8066
302,6,-6.1225,-23.1606
302,7,-16.9689,-0.5182
302,8,-17.0329,-4.0478
303,0,-4.7387,3.8498
303,1,-15.1192,7.2626
303,2,-7.6236,-23.3747
303,3,-35.0358,-20.4460
303,4,16.6019,-24.9913
303,5,10.2918,-11.8994
303,6,-6.1335,-23.3133
303,7,-17.0550,-0.5299
303,8,-17.0472,-4.1467
304,0,-4.7411,3.8571
304,1,-15.1006,7.2291
304,2,-7.7105,-23.3928
304,3,-35.0865,-20.4531
304,4,16.6553,-25.0034
304,5,10.2758,-11.9922
304,6,-6.1498,-23.4661
304,7,-17.1410,-0.5430
304,8,-17.0615,-4.2446
305,0,-4.7438,3.8644
305,1,-15.0818,7.1952
305,2,-7.7969,-23.4108
305,3,-35.1371,-20.4602
305,4,16.7088,-25.0156
305,5,10.2598,-12.0851
305,6,-6.1709,-23.6186
305,7,-17.2268,-0.5574
305,8,-17.0757,-4.3415
306,0,-4.7466,3.8715
306,1,-15.0630,7.1609
306,2,-7.8829,-23.4288
306,3,-35.1876,-20.4672
306,4,16.7621,-25.0277
306,5,10.2437,-12.1781
306,6,-6.1963,-23.7705
306,7,-17.3124,-0.5730
306,8,-17.0898,-4.4375
307,0,-4.7495,3.8785
307,1,-15.0441,7.1262
307,2,-7.9684,-23.4468
307,3,-35.2381,-20.4742
307,4,16.8154,-25.0397
307,5,10.2275,-12.2711
307,6,-6.2256,-23.9214
307,7,-17.3978,-0.5898
307,8,-17.1039,-4.5326
308,0,-4.7527,3.8854
308,1,-15.0251,7.0911
308,2,-8.0536,-23.4648
308,3,-35.2885,-20.4811
308,4,16.8686,-25.0517
308,5,10.2113,-12.3642
308,6,-6.2584,-24.0714
308,7,-17.4830,-0.6077
308,8,-17.1180,-4.6268
309,0,-4.7560,3.8923
309,1,-15.0060,7.0556
309,2,-8.1384,-23.4828
309,3,-35.3388,-20.4880
309,4,16.9218,-25.0636
309,5,10.1950,-12.4573
309,6,-6.2942,-24.2202
309,7,-17.5680,-0.6268
309,8,-17.1320,-4.7202
310,0,-4.7595,3.8990
310,1,-14.9869,7.0198
310,2,-8.2229,-23.5008
310,3,-35.3891,-20.4948
310,4,16.9749,-25.0755
310,5,10.1787,-12.5505
310,6,-6.3329,-24.3678
310,7,-17.6527,-0.6468
310,8,-17.1460,-4.8128
311,0,-4.7631,3.9056
311,1,-14.9677,6.9835
311,2,-8.3071,-23.5189
311,3,-35.4392,-20.5016
311,4,17.0279,-25.0873
311,5,10.1623,-12.6438
311,6,-6.3739,-24.5142
311,7,-17.7371,-0.6679
311,8,-17.1601,-4.9046
312,0,-4.7670,3.9121
312,1,-14.9484,6.9468
312,2,-8.3911,-23.5370
312,3,-35.4893,-20.5084
312,4,17.0809,-25.0991
312,5,10.1459,-12.7371
312,6,-6.4172,-24.6593
312,7,-17.8212,-0.6899
312,8,-17.1741,-4.9958
313,0,-4.7709,3.9186
313,1,-14.9290,6.9097
313,2,-8.4749,-23.5551
313,3,-35.5394,-20.5151
313,4,17.1338,-25.1109
313,5,10.1294,-12.8305
313,6,-6.4625,-24.8033
313,7,-17.9051,-0.7128
313,8,-17.1882,-5.0862
314,0,-4.7751,3.9249
314,1,-14.9095,6.8723
314,2,-8.5585,-23.5733
314,3,-35.5893,-20.5217
314,4,17.1866,-25.1225
314,5,10.1129,-12.9239
314,6,-6.5096,-24.9460
314,7,-17.9887,-0.7366
314,8,-17.2022,-5.1759
315,0,-4.7794,3.9311
315,1,-14.8900,6.8345
315,2,-8.6419,-23.5915
315,3,-35.6392,-20.5284
315,4,17.2394,-25.1342
315,5,10.0964,-13.0174
315,6,-6.5583,-25.0876
315,7,-18.0720,-0.7613
315,8,-17.2163,-5.2649
316,0,-4.7839,3.9373
316,1,-14.8704,6.7963
316,2,-8.7252,-23.6096
316,3,-35.6889,-20.5349
316,4,17.2921,-25.1458
316,5,10.0798,-13.1109
316,6,-6.6084,-25.2281
316,7,-18.1550,-0.7868
316,8,-17.2304,-5.3533
317,0,-4.7885,3.9433
317,1,-14.8507,6.7577
317,2,-8.8083,-23.6278
317,3,-35.7386,-20.5415
317,4,17.3447,-25.1573
317,5,10.0631,-13.2045
317,6,-6.6598,-25.3674
317,7,-18.2377,-0.8131
317,8,-17.2446,-5.4411
318,0,-4.7933,3.9493
318,1,-14.8310,6.7188
318,2,-8.8913,-23.6460
318,3,-35.7883,-20.5480
318,4,17.3973,-25.1688
318,5,10.0464,-13.2981
318,6,-6.7124,-25.5058
318,7,-18.3201,-0.8401
318,8,-17.2588,-5.5283
319,0,-4.7983,3.9551
319,1,-14.8111,6.6795
319,2,-8.9742,-23.6642
319,3,-35.8378,-20.5544
319,4,17.4498,-25.1803
319,5,10.0297,-13.3918
319,6,-6.7661,-25.6430
319,7,-18.4021,-0.8679
319,8,-17.2730,-5.6150
320,0,-4.8034,3.9609
320,1,-14.7912,6.6398
320,2,-9.0570,-23.6825
320,3,-35.8873,-20.5608
320,4,17.5023,-25.1916
320,5,10.0130,-13.4856
320,6,-6.8208,-25.7794
320,7,-18.4839,-0.8964
320,8,-17.2873,-5.7011
321,0,-4.8087,3.9666
321,1,-14.7713,6.5998
321,2,-9.1397,-23.7007
321,3,-35.9367,-20.5672
321,4,17.5546,-25.2030
321,5,9.9962,-13.5794
321,6,-6.8764,-25.9147
321,7,-18.5653,-0.9256
321,8,-17.3016,-5.7866
322,0,-4.8141,3.9721
322,1,-14.7512,6.5594
322,2,-9.2222,-23.7188
322,3,-35.9860,-20.5735
322,4,17.6070,-25.2143
322,5,9.9793,-13.6733
322,6,-6.9328,-26.0492
322,7,-18.6465,-0.9554
322,8,-17.3159,-5.8716
323,0,-4.8197,3.9776
323,1,-14.7311,6.5187
323,2,-9.3047,-23.7370
323,3,-36.0353,-20.5797
323,4,17.6592,-25.2256
323,5,9.9625,-13.7672
323,6,-6.9900,-26.1828
323,7,-18.7273,-0.9859
323,8,-17.3304,-5.9561
324,0,-4.8254,3.9830
324,1,-14.7109,6.4776
324,2,-9.3872,-23.7552
324,3,-36.0844,-20.5860
324,4,17.7114,-25.2368
324,5,9.9456,-13.8612
324,6,-7.0479,-26.3155
324,7,-18.8078,-1.0170
324,8,-17.3448,-6.0401
325,0,-4.8313,3.9883
325,1,-14.6906,6.4362
325,2,-9.4695,-23.7733
325,3,-36.1335,-20.5921
325,4,17.7635,-25.2479
325,5,9.9286,-13.9553
325,6,-7.1065,-26.4474
325,7,-18.8879,-1.0488
325,8,-17.3593,-6.1236
326,0,-4.8373,3.9935
326,1,-14.6703,6.3944
326,2,-9.5518,-23.7914
326,3,-36.1825,-20.5983
326,4,17.8156,-25.2590
326,5,9.9117,-14.0494
326,6,-7.1657,-26.5786
326,7,-18.9678,-1.0811
326,8,-17.3739,-6.2067
327,0,-4.8435,3.9986
327,1,-14.6498,6.3523
327,2,-9.6341,-23.8095
327,3,-36.2315,-20.6044
327,4,17.8676,-25.2701
327,5,9.8947,-14.1435
327,6,-7.2254,-26.7090
327,7,-19.0473,-1.1140
327,8,-17.3885,-6.2893
328,0,-4.8499,4.0036
328,1,-14.6293,6.3099
328,2,-9.7163,-23.8275
328,3,-36.2803,-20.6104
328,4,17.9195,-25.2811
328,5,9.8776,-14.2378
328,6,-7.2857,-26.8387
328,7,-19.1265,-1.1475
328,8,-17.4032,-6.3715
329,0,-4.8564,4.0085
329,1,-14.6087,6.2672
329,2,-9.7984,-23.8455
329,3,-36.3291,-20.6165
329,4,17.9714,-25.2921
329,5,9.8606,-14.3320
329,6,-7.3464,-26.9677
329,7,-19.2054,-1.1815
329,8,-17.4179,-6.4532
330,0,-4.8630,4.0133
330,1,-14.5881,6.2241
330,2,-9.8805,-23.8635
330,3,-36.3778,-20.6224
330,4,18.0232,-25.3030
330,5,9.8435,-14.4264
330,6,-7.4076,-27.0960
330,7,-19.2840,-1.2160
330,8,-17.4327,-6.5345
331,0,-4.8698,4.0181
331,1,-14.5673,6.1807
331,2,-9.9626,-23.8814
331,3,-36.4264,-20.6283
331,4,18.0749,-25.3139
331,5,9.8264,-14.5207
331,6,-7.4692,-27.2237
331,7,-19.3622,-1.2511
331,8,-17.4476,-6.6154
332,0,-4.8768,4.0227
332,1,-14.5465,6.1369
332,2,-10.0446,-23.8993
332,3,-36.4749,-20.6342
332,4,18.1266,-25.3247
332,5,9.8093,-14.6152
332,6,-7.5313,-27.3507
332,7,-19.4402,-1.2867
332,8,-17.4625,-6.6959
333,0,-4.8839,4.0273
333,1,-14.5256,6.0929
333,2,-10.1266,-23.9172
333,3,-36.5234,-20.6401
333,4,18.1782,-25.3355
333,5,9.7921,-14.7097
333,6,-7.5937,-27.4772
333,7,-19.5178,-1.3227
333,8,-17.4774,-6.7760
334,0,-4.8911,4.0317
334,1,-14.5046,6.0486
334,2,-10.2085,-23.9350
334,3,-36.5718,-20.6459
334,4,18.2297,-25.3462
334,5,9.7750,-14.8042
334,6,-7.6564,-27.6030
334,7,-19.5951,-1.3593
334,8,-17.4924,-6.8558
335,0,-4.8985,4.0361
335,1,-14.4836,6.0039
335,2,-10.2905,-23.9527
335,3,-36.6201,-20.6516
335,4,18.2812,-25.3569
335,5,9.7578,-14.8988
335,6,-7.7195,-27.7283
335,7,-19.6721,-1.3963
335,8,-17.5075,-6.9352
336,0,-4.9061,4.0404
336,1,-14.4624,5.9589
336,2,-10.3724,-23.9704
336,3,-36.6683,-20.6573
336,4,18.3326,-25.3675
336,5,9.7406,-14.9935
336,6,-7.7829,-27.8530
336,7,-19.7488,-1.4337
336,8,-17.5227,-7.0142
337,0,-4.9138,4.0446
337,1,-14.4412,5.9137
337,2,-10.4542,-23.9880
337,3,-36.7164,-20.6630
337,4,18.3840,-25.3781
337,5,9.7233,-15.0882
337,6,-7.8466,-27.9772
337,7,-19.8251,-1.4716
337,8,-17.5379,-7.0928
338,0,-4.9216,4.0487
338,1,-14.4199,5.8681
338,2,-10.5361,-24.0056
338,3,-36.7645,-20.6686
338,4,18.4353,-25.3887
338,5,9.7061,-15.1830
338,6,-7.9106,-28.1009
338,7,-19.9012,-1.5100
338,8,-17.5531,-7.1711
339,0,-4.9296,4.0527
339,1,-14.3985,5.8223
339,2,-10.6179,-24.0231
339,3,-36.8125,-20.6742
339,4,18.4865,-25.3992
339,5,9.6888,-15.2778
339,6,-7.9749,-28.2241
339,7,-19.9769,-1.5488
339,8,-17.5684,-7.2491
340,0,-4.9377,4.0567
340,1,-14.3770,5.7761
340,2,-10.6997,-24.0405
340,3,-36.8604,-20.6797
340,4,18.5376,-25.4097
340,5,9.6716,-15.3727
340,6,-8.0394,-28.3468
340,7,-20.0524,-1.5880
340,8,-17.5838,-7.3268
341,0,-4.9460,4.0605
341,1,-14.3554,5.7297
341,2,-10.7815,-24.0579
341,3,-36.9082,-20.6852
341,4,18.5887,-25.4201
341,5,9.6543,-15.4676
341,6,-8.1041,-28.4690
341,7,-20.1275,-1.6276
341,8,-17.5993,-7.4041
342,0,-4.9544,4.0643
342,1,-14.3337,5.6830
342,2,-10.8633,-24.0752
342,3,-36.9559,-20.6907
342,4,18.6397,-25.4305
342,5,9.6370,-15.5626
342,6,-8.1691,-28.5908
342,7,-20.2023,-1.6676
342,8,-17.6148,-7.4811
343,0,-4.9630,4.0679
343,1,-14.3119,5.6360
343,2,-10.9451,-24.0924
343,3,-37.0036,-20.6961
343,4,18.6907,-25.4408
343,5,9.6196,-15.6576
343,6,-8.2342,-28.7121
343,7,-20.2769,-1.7080
343,8,-17.6303,-7.5578
344,0,-4.9717,4.0715
344,1,-14.2900,5.5887
344,2,-11.0268,-24.1096
344,3,-37.0512,-20.7015
344,4,18.7416,-25.4511
344,5,9.6023,-15.7527
344,6,-8.2996,-28.8330
344,7,-20.3511,-1.7488
344,8,-17.6459,-7.6342
345,0,-4.9806,4.0750
345,1,-14.2680,5.5412
345,2,-11.1085,-24.1267
345,3,-37.0986,-20.7068
345,4,18.7924,-25.4613
345,5,9.5850,-15.8478
345,6,-8.3652,-28.9534
345,7,-20.4250,-1.7900
345,8,-17.6616,-7.7103
346,0,-4.9896,4.0784
346,1,-14.2459,5.4933
346,2,-11.1903,-24.1437
346,3,-37.1461,-20.7121
346,4,18.8431,-25.4715
346,5,9.5677,-15.9430
346,6,-8.4309,-29.0735
346,7,-20.4986,-1.8315
346,8,-17.6773,-7.7861
347,0,-4.9987,4.0817
347,1,-14.2237,5.4453
347,2,-11.2720,-24.1607
347,3,-37.1934,-20.7174
347,4,18.8938,-25.4817
347,5,9.5503,-16.0382
347,6,-8.4969,-29.1931
347,7,-20.5719,-1.8734
347,8,-17.6931,-7.8617
348,0,-5.0080,4.0849
348,1,-14.2014,5.3969
348,2,-11.3537,-24.1776
348,3,-37.2406,-20.7226
348,4,18.9445,-25.4918
348,5,9.5330,-16.1335
348,6,-8.5630,-29.3123
348,7,-20.6450,-1.9157
348,8,-17.7090,-7.9369
349,0,-5.0174,4.0881
349,1,-14.1790,5.3483
349,2,-11.4354,-24.1944
349,3,-37.2878,-20.7277
349,4,18.9950,-25.5019
349,5,9.5156,-16.2288
349,6,-8.6292,-29.4312
349,7,-20.7177,-1.9583
349,8,-17.7249,-8.0119
350,0,-5.0270,4.0911
350,1,-14.1565,5.2994
350,2,-11.5171,-24.2111
350,3,-37.3349,-20.7329
350,4,19.0455,-25.5119
350,5,9.4982,-16.3242
350,6,-8.6957,-29.5497
350,7,-20.7901,-2.0013
350,8,-17.7409,-8.0867
351,0,-5.0367,4.0941
351,1,-14.1339,5.2503
351,2,-11.5988,-24.2277
351,3,-37.3819,-20.7379
351,4,19.0959,-25.5219
351,5,9.4809,-16.4196
351,6,-8.7622,-29.6678
351,7,-20.8623,-2.0446
351,8,-17.7569,-8.1611
352,0,-5.0465,4.0970
352,1,-14.1111,5.2010
352,2,-11.6805,-24.2443
352,3,-37.4288,-20.7430
352,4,19.1463,-25.5318
352,5,9.4635,-16.5151
352,6,-8.8289,-29.7856
352,7,-20.9342,-2.0882
352,8,-17.7730,-8.2353
353,0,-5.0565,4.0998
353,1,-14.0883,5.1513
353,2,-11.7622,-24.2607
353,3,-37.4757,-20.7480
353,4,19.1966,-25.5417
353,5,9.4461,-16.6106
353,6,-8.8958,-29.9030
353,7,-21.0057,-2.1322
353,8,-17.7891,-8.3093
354,0,-5.0667,4.1025
354,1,-14.0653,5.1015
354,2,-11.8438,-24.2771
354,3,-37.5224,-20.7529
354,4,19.2468,-25.5516
354,5,9.4288,-16.7062
354,6,-8.9627,-30.0201
354,7,-21.0770,-2.1765
354,8,-17.8053,-8.3830
355,0,-5.0770,4.1051
355,1,-14.0422,5.0514
355,2,-11.9255,-24.2934
355,3,-37.5691,-20.7579
355,4,19.2970,-25.5614
355,5,9.4114,-16.8018
355,6,-9.0298,-30.1368
355,7,-21.1480,-2.2211
355,8,-17.8216,-8.4564
356,0,-5.0874,4.1076
356,1,-14.0190,5.0010
356,2,-12.0072,-24.3096
356,3,-37.6157,-20.7627
356,4,19.3471,-25.5712
356,5,9.3940,-16.8975
356,6,-9.0970,-30.2532
356,7,-21.2188,-2.2660
356,8,-17.8379,-8.5297
357,0,-5.0979,4.1101
357,1,-13.9956,4.9505
357,2,-12.0889,-24.3257
357,3,-37.6622,-20.7676
357,4,19.3971,-25.5809
357,5,9.3767,-16.9932
357,6,-9.1644,-30.3693
357,7,-21.2892,-2.3113
357,8,-17.8543,-8.6027
358,0,-5.1086,4.1125
358,1,-13.9722,4.8997
358,2,-12.1706,-24.3417
358,3,-37.7086,-20.7724
358,4,19.4471,-25.5906
358,5,9.3593,-17.0889
358,6,-9.2318,-30.4851
358,7,-21.3594,-2.3568
358,8,-17.8707,-8.6754
359,0,-5.1195,4.1147
359,1,-13.9485,4.8486
359,2,-12.2523,-24.3577
359,3,-37.7550,-20.7771
359,4,19.4969,-25.6002
359,5,9.3420,-17.1847
359,6,-9.2994,-30.6006
359,7,-21.4293,-2.4027
359,8,-17.8872,-8.7480
360,0,-5.1305,4.1169
360,1,-13.9248,4.7974
360,2,-12.3339,-24.3735
360,3,-37.8012,-20.7818
360,4,19.5468,-25.6099
360,5,9.3246,-17.2805
360,6,-9.3670,-30.7157
360,7,-21.4989,-2.4488
360,8,-17.9037,-8.8203
361,0,-5.1416,4.1190
361,1,-13.9009,4.7459
361,2,-12.4156,-24.3892
361,3,-37.8474,-20.7865
361,4,19.5965,-25.6194
361,5,9.3073,-17.3764
361,6,-9.4348,-30.8306
361,7,-21.5683,-2.4953
361,8,-17.9203,-8.8924
362,0,-5.1529,4.1210
362,1,-13.8769,4.6942
362,2,-12.4973,-24.4049
362,3,-37.8935,-20.7911
362,4,19.6462,-25.6290
362,5,9.2900,-17.4723
362,6,-9.5026,-30.9452
362,7,-21.6373,-2.5420
362,8,-17.9370,-8.9643
363,0,-5.1643,4.1230
363,1,-13.8527,4.6423
363,2,-12.5790,-24.4204
363,3,-37.9395,-20.7957
363,4,19.6959,-25.6385
363,5,9.2726,-17.5683
363,6,-9.5705,-31.0595
363,7,-21.7061,-2.5890
363,8,-17.9537,-9.0360
364,0,-5.1759,4.1248
364,1,-13.8284,4.5902
364,2,-12.6607,-24.4359
364,3,-37.9854,-20.8003
364,4,19.7454,-25.6479
364,5,9.2553,-17.6642
